Id,Name,DistrictAssignedId,HasLegacyCP,DistrictId
35650USPR,St. Anne's-Belfield School,,,0
35656USPR,Fredericksburg Christian School,,1,0
35659USPR,Faith Christian Academy,,1,0
35660USPR,Teays Valley Christian School,,,0
35668USPR,California Crosspoint High School,,1,0
35669USPR,Desert Christian Academy,,1,0
35678USPR,Kings High School,,1,0
35691USPR,Bakersfield Christian High School,,1,0
35700USPR,Horizon Jr./Sr. High School,,,0
35713USPR,Bradenton Christian School,,,0
35728USPR,Landmark Christian School,,1,0
35731USPR,North Cobb Christian School,,1,0
35746USPR,Christian Acad Of Louisville - English Station Campus,,1,0
35768USPR,New Life Academy,,1,0
35787USPR,Victory Christian Center Sch.,,1,0
35802USPR,Lake Mead Christian Academy,,,0
35817USPR,Toledo Christian Schools,,,0
35824USPR,Victory Christian School,,,0
35835USPR,Lehigh Valley Christian High School,,1,0
35842USPR,Ben Lippen Schools,,1,0
35849USPR,Trinity Christian Academy,,,0
35853USPR,Covenant School,,,0
35859USPR,Rainier Christian High School,,1,0
35870USPR,The King's Academy,,,0
35875USPR,Village Christian High School,,1,0
35882USPR,Christian Heritage School,,1,0
35890USPR,Lakewood Park Christian School,,1,0
35895USPR,Maranatha Christian Academy,NPJC,,7803418DUS
35908USPR,Oneonta Christian Academy,,,0
35933USPR,Regents School of Austin,,,0
35977USPR,Cincinnati Hills Christian Academy,,,0
36007USPR,Wilmington Christian School,,1,0
36027USPR,Excel Christian Academy,,1,0
36028USPR,Fellowship Christian High School,,1,0
36043USPR,Covenant Life School,,1,0
36063USPR,Dayton Christian Schools Inc,,1,0
36069USPR,Calvary Christian Academy,,,0
36079USPR,Briarcrest Christian Schools,,1,0
36085USPR,Fort Bend Baptist Academy,,,0
36090USPR,The Covenant Preparatory School,,,0
36091USPR,Jefferson Christian Academy,,,0
36092USPR,Cascade Christian Schools,,,0
36118USPR,Evangelical Christian,,,0
36132USPR,Covenant Christian High School,,1,0
36148USPR,South Shore Christian Academy,,,0
36152USPR,Petra Academy,,1,0
36181USPR,American Heritage Academy,,,0
36184USPR,Heritage Christian Academy,,,0
36185USPR,Hill Country Christian School of Austin,,,0
36187USPR,Logos Preparatory Academy,,,0
36214USPR,Jim Elliot Christian High School,,1,0
36242USPR,Dominion Christian High School,,,0
36254USPR,Lexington Christian Academy,,,0
36272USPR,Oklahoma Christian Schools,,,0
36276USPR,The Christian Academy,,,0
36284USPR,San Angelo Christian Academy ,,,0
36308USPR,The Master's School,,,0
36315USPR,Faith Christian Academy,,,0
36333USPR,Orchard Hills Christian Academy,,,4289380DUS
36361USPR,Portsmouth Christian Academy,,,0
36365USPR,Trinity Christian Academy,,1,0
36371USPR,Open Door Christian School,,,0
36373USPR,Trinity School of Midland,,,0
36374USPR,Southwest Christian School,,1,0
36375USPR,Mansfield Christian School,,,0
36379USPR,St. Paul's Episcopal School,,,0
36380USPR,The Bishop's School,,,0
36381USPR,York School,,,0
36382USPR,Wooster School,,,0
36383USPR,Kent School,,,0
36384USPR,Salisbury School,,,0
36385USPR,South Kent School,,,0
36386USPR,St. Andrew's School,,1,0
36387USPR,Berkeley Preparatory School,,,0
36388USPR,Episcopal School of Jacksonville,,1,0
36389USPR,Saint Stephen's Episcopal School,,,0
36390USPR,Canterbury School of Florida,,,0
36391USPR,Saint Edward's School,,,0
36392USPR,Palmer Trinity School,,,0
36393USPR,All Saints Academy,,1,0
36394USPR,Holy Innocents' Episcopal School,,1,0
36395USPR,Iolani School,,1,0
36396USPR,St. Andrew's Priory School,,,0
36397USPR,Seabury Hall ,,1,0
36398USPR,St. John's Military School,,,0
36399USPR,Episcopal School of Baton Rouge,,,0
36400USPR,Saint Martin's Episcopal School,,,0
36401USPR,St. Paul's School,,,0
36402USPR,St. Timothy's School,,,0
36403USPR,Groton School,,,0
36404USPR,Brooks School,,,0
36405USPR,St. Andrew's Episcopal School,,1,0
36408USPR,St. Paul's School,,,0
36409USPR,Holderness School,,,0
36410USPR,The White Mountain School,,1,0
36411USPR,Doane Academy,,,0
36412USPR,Trinity-Pawling School,,,0
36413USPR,Hoosac School,,,0
36414USPR,Trinity School,,,0
36415USPR,Saint Mary's School,,,0
36416USPR,Christ School,,1,0
36417USPR,Oregon Episcopal School,,,0
36418USPR,The Church Farm School,,,0
36419USPR,St. George's School,,,0
36420USPR,St. Andrew's School,,,0
36421USPR,Heathwood Hall Episcopal School,,,0
36422USPR,St. Andrew's-Sewanee School,,1,0
36423USPR,St. Mary's Episcopal School,,1,0
36425USPR,TMI The Episcopal School of Texas,,,0
36426USPR,Rowland Hall,,,0
36427USPR,Stuart Hall,,1,0
36428USPR,Chatham Hall,,1,0
36429USPR,Christchurch School,,1,0
36430USPR,Episcopal High School,,,0
36431USPR,Blue Ridge School,,1,0
36432USPR,Annie Wright School,,,0
36433USPR,St. Andrew's Episcopal School,,,0
36434USPR,St. Francis School,,,0
36435USPR,Breck School,,,0
36436USPR,Episcopal School of Acadiana,,,0
36437USPR,St. Paul's School for Girls,,,0
36439USPR,St. Mark's School,,,0
36440USPR,Shattuck-St. Mary's School,,,0
36441USPR,St. Thomas' Episcopal School,,1,0
36442USPR,St. Margaret's School,,1,0
36443USPR,St. Catherine's School,,,0
36444USPR,St. Christopher's School,,,0
36446USPR,Episcopal High School,,1,0
36448USPR,Saint Andrew's School,,1,0
36450USPR,Trinity School of Texas,,,0
36453USPR,The Episcopal Academy,,1,0
36455USPR,All Saints' Episcopal School,,,0
36456USPR,Holland Hall School,,,0
36457USPR,Episcopal School of Dallas,,,0
36458USPR,St. Mark's School of Texas,,,0
36460USPR,Trinity Presbyterian School,,,0
36461USPR,Cambridge Christian School,,,0
36462USPR,Coral Springs Christian Academy,,1,0
36463USPR,Miami Country Day School,,,0
36464USPR,Rabun Gap Nacoochee School,,,0
36466USPR,Blair Academy,,,0
36470USPR,The Academy at Shannon Forest,,,0
36473USPR,Zion Christian Academy,,,0
36475USPR,Westminster Academy,,1,0
36478USPR,Westminster Christian School,,,0
36479USPR,Christ Presbyterian Academy,,,0
36484USPR,Chapelgate Christian Academy,,1,0
36507USPR,Berean Christian High School,,,0
36510USPR,Capistrano Valley Christian School,,1,0
36518USPR,Tri-City Christian Schools,,1,0
36549USPR,Orlando Christian Preparatory,,,0
36558USPR,Trinity Christian Academy,,,0
36566USPR,Killian Hill Christian School,,,0
36593USPR,Granger Christian School,,,0
36624USPR,Plymouth Christian Academy,,,0
36640USPR,Concord Christian Academy,,1,0
36665USPR,Northside Christian Academy,,,0
36694USPR,Delaware Christian School,,,0
36697USPR,Christian Heritage Academy,,,0
36700USPR,Faith Christian Academy,,,0
36725USPR,Southside Christian School,,,0
36739USPR,Garland Christian Academy,,,0
36743USPR,Bay Area Christian School,,,0
36748USPR,Portsmouth Christian School,,,0
36749USPR,Fork Union Military Academy,,,0
36757USPR,Hargrave Military Academy,,,0
36809USPR,Grace Christian School,,,0
36829USPR,Northside Christian School,,,0
36845USPR,Ocean View Christian Academy ,,1,0
36898USPR,Prince Avenue Christian School,,,0
36942USPR,Hawaii Baptist Academy,,1,0
36994USPR,Tower Grove Christian School,,,0
37032USPR,Lake Country Christian School,,,0
37056USPR,Medina Christian Academy,,,0
37059USPR,Heritage Christian Schools,,,0
37166USPR,Atlantic Shores Christian School,,1,0
37178USPR,Northpoint Christian School,,,0
37207USPR,Metrolina Christian Academy,,1,0
37244USPR,Grace Christian Academy,,,0
37256USPR,Southwest Florida Christian Academy,,,0
37277USPR,Calvary Baptist School,,,0
37316USPR,Westwood Christian School,,,0
37321USPR,Faith Christian School,,,0
37418USPR,First Coast Christian School,,,0
37444USPR,Trinity Christian School,,,0
37451USPR,Berean Christian School,,1,0
37459USPR,The First Academy,,1,0
37502USPR,Hanalani Schools,,1,0
37503USPR,Blackhawk Christian Jr/Sr High School,,,0
37506USPR,Bayshore Christian School,,,0
37509USPR,Kents Hill School,,,0
37512USPR,Tilton School,,,0
37513USPR,The Pennington School,,,0
37521USPR,Randolph-Macon Academy,,,0
37531USPR,Wyoming Seminary,,,0
37539USPR,Pine Castle Christian Academy,,,0
37548USPR,Ida Crown Jewish Academy,,,0
37549USPR,Hyman Brand Hebrew Academy,,,0
37553USPR,Melvin J. Berman Hebrew Academy,,1,0
37554USPR,Maimonides School,,,0
37557USPR,The Frisch School,,,0
37580USPR,Hebrew Academy of Nassau County,,,0
37591USPR,Jack M Barrack Hebrew Academy,,1,0
37594USPR,Robert M Beren Academy,,,0
37597USPR,YULA Girls,,1,0
37603USPR,Northwest Yeshiva High School,,,0
37611USPR,Hebrew Academy of the Five Towns,,,0
37615USPR,YULA Boys,,1,0
37640USPR,Golda Och Academy,,1,0
37642USPR,Solomon Schechter High School of New York,,,0
37652USPR,Stella K. Abraham High School for Girls,,1,0
37653USPR,Yavneh Academy Of Dallas,,1,0
37659USPR,Ma'ayanot Yeshiva High School for Girls,,,0
37681USPR,Fuchs Mizrachi School,,,0
37685USPR,RASG Hebrew Academy,,,0
37686USPR,Torah Academy Of Bergen,,1,0
37693USPR,Hillel High School,,1,0
37695USPR,Magen David Yeshivah High School,,1,0
37708USPR,Shalhevet High School,,,0
37713USPR,Charles E. Smith Jewish Day School,,,0
37719USPR,Madison Academy,,1,0
37723USPR,Central Arkansas Christian School,,,0
37725USPR,Mount Dora Christian Academy,,1,0
37726USPR,Greater Atlanta Christian School,,1,0
37728USPR,Mid-Pacific Institute,,,0
37730USPR,Portland Christian School,,,0
37731USPR,Oklahoma Christian Academy,,,0
37733USPR,Mercersburg Academy,,,0
37735USPR,Harding Academy Of Memphis,,1,0
37736USPR,Boyd-Buchanan School,,1,0
37737USPR,Nashville Christian School,,1,0
37738USPR,Lipscomb Academy,,1,0
37739USPR,Columbia Academy,,,0
37741USPR,Massanutten Military Academy,,1,0
37743USPR,Jackson Christian School,,,0
37744USPR,Northland Christian School,,1,0
37748USPR,Friendship Christian School,,,0
37754USPR,Tree of Life Christian Schools,,,0
37757USPR,Westbury Christian School,,,0
37762USPR,Goodpasture Christian School,,1,0
37768USPR,Dallas Christian School,,1,0
37772USPR,Kamehameha Schools-Kapalama Campus,001,1,7800068DUS
37775USPR,East Texas Christian Academy,,1,0
37776USPR,Lubbock Christian School,,,0
37777USPR,Midland Christian School,,,0
37778USPR,Brentwood Christian School,,,0
37779USPR,Fort Worth Christian School,,,0
37798USPR,Mountain View Academy,,,0
37804USPR,Rio Lindo Adventist Academy,,1,0
37805USPR,Mile High Adventist Academy,,,0
37806USPR,Greater Miami Adventist Academy,,,0
37807USPR,Georgia-Cumberland Academy,,,0
37815USPR,Takoma Academy,,,0
37823USPR,Bass Memorial Academy,,,0
37841USPR,Madison Academy,,,0
37850USPR,Shenandoah Valley Academy,,,0
37872USPR,Campion Academy,,,0
37879USPR,Spring Valley Academy,,,0
37881USPR,Fremont Christian School,,1,0
37898USPR,First Assembly Christian School,,1,0
37906USPR,Christian Life School,,1,7803461DUS
37937USPR,Evangel Christian Academy,,1,0
37941USPR,Cedar Park Christian School,,,0
37944USPR,Fresno Christian Schools,,,0
37963USPR,Bethesda Christian School,,1,0
37977USPR,Calvary Academy,,1,0
37989USPR,Modesto Christian,,,0
38029USPR,Valley Christian High School,,1,0
38041USPR,Faith Christian Academy,,,0
38048USPR,Trinity Christian School,,,0
38051USPR,Greenwood Mennonite School,,1,0
38065USPR,Christopher Dock Mennonite High School,,,0
38066USPR,Shalom Christian Academy,,1,0
38068USPR,Eastern Mennonite High School,,1,0
38078USPR,Holly Grove Christian School,,,0
38143USPR,Smithtown Christian School,,1,0
38261USPR,Lighthouse Christian School,,1,0
38275USPR,Valley Fellowship Christian Academy,,,0
38287USPR,Fort Lauderdale Christian School,,,0
38289USPR,Timothy Christian High School,,,0
38292USPR,Whitinsville Christian School,,,0
38293USPR,Grand Rapids Christian High School,,1,0
38297USPR,Unity Christian High School,,1,7803444DUS
38306USPR,Orangewood Christian School,,,0
38308USPR,Eastern Christian High School,,,0
38317USPR,Mt. Vernon Christian School,,,0
38321USPR,Holland Christian High School,,1,7803438DUS
38323USPR,Lynden Christian Schools,,,0
38324USPR,Southwest Chicago Christian School,,1,0
38330USPR,Worthington Christian High School,,1,0
38334USPR,Lititz Christian School,,,0
38336USPR,Grace Christian School,,,0
38365USPR,Mount Paran Christian School,,,0
38410USPR,Friends School of Baltimore,,,0
38411USPR,Sandy Spring Friends School,,,0
38413USPR,Oakwood Friends School,,1,0
38414USPR,Brooklyn Friends School,,,0
38415USPR,Friends Seminary,,,0
38416USPR,Friends Academy,,,0
38417USPR,Carolina Friends School,,,0
38419USPR,Westtown School,,,0
38420USPR,Friends Select School,,,0
38421USPR,George School,,1,0
38422USPR,Germantown Friends School,,,0
38447USPR,Toledo Islamic Academy High School,,,0
38452USPR,Lutheran High School Orange County,,1,0
38457USPR,Lutheran High School,,,0
38459USPR,Luther High School North,,,0
38461USPR,Walther Lutheran High School,,,0
38462USPR,Lutheran High School Of Indianapolis,,1,0
38467USPR,Lutheran High School North,LHN,,7803363DUS
38469USPR,Lutheran High School Northwest,LHNW,,7803363DUS
38470USPR,Lutheran High School,,1,0
38471USPR,Concordia Academy-Roseville,,,0
38472USPR,Lutheran High School North,,1,0
38477USPR,Lutheran East High School,,1,0
38481USPR,Martin Luther High School,,,0
38482USPR,Seattle Lutheran High School,,1,0
38483USPR,Faith Lutheran High School,,,0
38495USPR,Lutheran High School Of Hawaii,,1,0
38496USPR,Lutheran H.S. Westland,LHW,,7803363DUS
38498USPR,Lutheran High School of St. Charles County,,,0
38499USPR,Lutheran West,,,0
38500USPR,Concordia Lutheran High School,,1,0
38501USPR,Lutheran High North,,,0
38506USPR,Long Island Lutheran Middle & High School,,1,0
38511USPR,Lutheran High School of San Antonio,,,0
38512USPR,Vail Christian High School,,,0
38521USPR,Heritage Christian Academy,,,0
38526USPR,Minnehaha Academy,,1,7800058DUS
38530USPR,Wesleyan Christian Academy,,,0
38531USPR,Linden Hall School,,,0
38536USPR,Salem Academy,,,0
38542USPR,Hawthorne Christian Academy,,,0
38545USPR,Trinity Christian School,,,0
38561USPR,Academy Of The New Church - Boys,,,7802681DUS
38574USPR,Trinity School at River Ridge,,1,0
38575USPR,Moravian Academy,,1,0
38582USPR,Providence School,,,0
38585USPR,Cornerstone Christian School,,1,0
38589USPR,Calvary Christian,,,0
38592USPR,Redwood Christian Jr.-Sr. High School,,1,0
38608USPR,Academy of the New Church - Girls,,,7802681DUS
38635USPR,St. Croix Lutheran High School,,,0
38641USPR,Wisconsin Lutheran High School,,,0
38643USPR,Fox Valley Lutheran High School,,1,0
38646USPR,Nebraska Lutheran Schools,,,0
38647USPR,West Lutheran High School,,,0
38653USPU,Grandview High School,3589,1,0802910DUS
38654USPR,St. Andrew's Episcopal School,,,0
38655BEPR,St. John's International School,,1,0
38656PRPR,The Baldwin School of Puerto Rico,,1,0
38657USPU,Mountain View High School,6163,1,0805400DUS
38658USPR,St. Margaret's Episcopal School,,1,0
38659USPR,Saint Rose High School,,,0
38661PHPR,International School of Manila,,1,0
38662USPR,The Athenian School,,,0
38663EGPR,Cairo American College,,,0
38664USPR,Canterbury School,,1,0
38665PHPR,Faith Academy,,1,0
38666GEPU,John F. Kennedy School,,1,0
38667USPR,The Columbus Academy,,1,0
38670USPR,Nansemond-Suffolk Academy,,,0
38671USPR,The Out-of-Door Academy - Middle and Upper Schools,,1,0
38672USPU,Oklahoma School of Science & Mathematics,,,0
38673USPR,Punahou School,,1,0
38674USPR,Saint Gertrude High School,,1,0
38675USPR,The Seven Hills School,,,0
38676CAPR,St. George's School,,1,0
38677USPR,St. John's School,,,0
38678JPPR,St. Mary's International School,,,0
38679USPR,Westminster Schools of Atlanta,,,0
38680USPR,The Wheeler School,,1,0
38681CHPR,Leysin American School,,,0
38682NLPR,International School of Amsterdam,,1,0
38683USPU,South Carolina Governor's School for Science & Mathematics,,,0
38684BRPR,Escola Americana do Rio de Janeiro,,1,0
38685ANPR,International School of Curacao,,,0
38686USPU,Baruch College Campus High School,,,0
38687INPR,"American Embassy School - New Delhi, India",,,0
38688USPR,Boys' Latin School of Maryland,,,0
38689USPR,Campbell Hall,,,0
38690JPPR,Canadian Academy,,,0
38691USPR,Colorado Academy,,,0
38692USPR,De La Salle Institute,,,0
38693USPR,Detroit Country Day School,,,0
38694USPR,Hathaway Brown School,,,0
38695USPR,Hawken School,,,0
38696USPR,Holton-Arms School,,,0
38697HKPR,Hong Kong International High School,,,0
38698CNPR,International School of Beijing,,,0
38699MYPR,International School of Kuala Lumpur,,,0
38700USPR,Lake Ridge Academy,,,0
38701USPR,National Cathedral School,,,0
38702USPR,North Broward Preparatory School,,1,0
38703USPU,Northside College Preparatory High School,609749,1,1709930DUS
38705USPR,Red Bank Catholic High School,,1,0
38706USPR,Regis Jesuit High School,777,1,7800034DUS
38708CNPR,Shanghai American School - Puxi Campus,,1,0
38709SGPR,Singapore American School,,1,0
38710BSPR,"St. Andrew's School, The IS of the Bahamas",,,0
38712USPR,St. Stephen's & St. Agnes School,,,0
38713USPR,University School of Milwaukee,,1,0
38714USPU,West Windsor-Plainsboro High School North,HSN,1,3417700DUS
38715USPR,Western Reserve Academy,,,0
38716USPR,Whitefield Academy,,,0
38717USPR,Brewster Academy,,1,0
38718USPU,St. Paul Academy and Summit School,,1,0
38719USPR,University Liggett School,,,0
38720USPU,Yonkers High School,742,1,3631920DUS
38721GEPR,Munich International School,,1,0
38722KRPR,Seoul Foreign School,,1,0
38724USPR,Bentley School,,,0
38725SAPR,American International School Riyadh,,,0
38731USPR,Oaks Christian School,,1,0
38732TRPR,Istanbul Amerikan Robert Lisesi (Robert College),,1,0
38734USPU,Westchester Academy for International Studies HS,015,1,4841100DUS
38735USPR,Milken Community Schools,,1,0
38736UKPR,Marymount International School,,1,0
38737GEPR,Bonn International School,,1,0
38738USPR,The Chapin School,,,0
38739HNPR,American School of Tegucigalpa,,1,0
38740USPR,Dwight-Englewood School,,1,0
38741USPR,The Harker School,,1,0
38742BEPR,International School of Brussels,,,0
38743SGPR,United World College of South East Asia,,,0
38744USPR,Saint Mary's Hall,,,0
38745USPR,Worcester Academy,,,0
38746USPR,United Nations International School,,1,7803427DUS
38747USPU,Pinnacle High School,292,1,0405930DUS
38748USPR,Ransom Everglades School,,1,0
38749USPR,Stuart Hall High School,,,0
38750USPR,The Montclair Kimberley Academy,,,0
38751USPR,McLean School,,,0
38752USPR,Shorecrest Preparatory School,,,0
38754USPR,Cate School,,,0
38756CHPR,College du Leman International School /  IEC Education Council S.A.,,,0
38757USPR,Harvard-Westlake School,,1,0
38758JPPR,The American School in Japan,,1,0
38759USPR,Greensboro Day School,,,0
38760USPR,Garden School,,,0
38761CHPR,Zurich International School,,1,0
38762AEPR,ACS Abu Dhabi,,1,0
38765USPR,Friends Central School,,,0
38766USPR,Avon Old Farms School,,,0
38767CAPR,Appleby College,,1,0
38769USPR,Gould Academy,,1,0
38770USPR,Collegiate School,,1,0
38771USPR,Charles Wright Academy,,,0
38772USPR,Juan Diego Catholic High School,,,0
38773UKPR,"TASIS, The American School in England",,1,0
38774TWPU,National Experimental High School,,,0
38775TWPR,Morrison Academy-Taichung campus,,,7802993DTW
38776USPU,William Jones College Preparatory High School,609678,1,1709930DUS
38777VEPR,Escuela Campo Alegre,,,0
38778ESPR,Benjamin Franklin International School,,,0
38779LBPR,ACS Beirut,,,0
38780ETPR,International Community School of Addis Ababa,,1,0
38781TRPR,The Koc School,,,0
38782THPR,International School Bangkok,,,0
38784ITPR,St. Stephen's School,,1,0
38785QAPR,Qatar Academy,,,0
38788IDPR,Jakarta Intercultural School,,1,0
38789BRPR,Escola Americana de Campinas,,,0
38790ARPR,Lincoln American Int'l School of Buenos Aires,,1,0
38791CHPR,"International School of Geneva, Campus des Nations",,,0
38792ZAPR,American International School of Johannesburg,,1,0
38794ITPR,American School of Milan,,1,0
38795KWPR,American School of Kuwait,,1,0
38797UKPR,The American School in London,,1,0
38800TZPR,International School of Tanganyika,,1,0
38801VNPR,UN International School of Hanoi,,,0
38802VEPR,Colegio International de Caracas,,,0
38803FRPR,American School of Paris,,1,0
38804ECPR,Colegio Americano de Quito,,,0
38805THPR,Ruamrudee International School,,1,0
38806ESPR,American School of Madrid,,,0
38807UKPR,ACS Cobham International School,,,0
38808USPR,Washington International School,,,0
38809USPR,St. Albans School,,,0
38810USPR,Springside Chestnut Hill Academy,,,0
38811USPR,Sidwell Friends School,,,0
38812USPU,Reservoir High School,RHS,1,2400420DUS
38813USPR,Milton Academy,,,0
38815USPR,Greens Farms Academy,,1,0
38816USPR,William Penn Charter School,,,0
38817USPR,Princeton Day School,,,0
38818USPR,Ramaz School,,1,0
38819USPR,Canterbury School,,1,0
38820USPU,Academy for the Adv. of Science & Technology,,,3401470DUS
38822USPU,"Arkansas School for Mathematics, Sciences and the Arts",,,0
38823USPR,Austin Waldorf School,,,0
38825USPR,Bosque School,,1,0
38826USPR,Bridgton Academy,,,0
38828USPR,Chapel Hill-Chauncy Hall School,,,0
38829HKPR,Chinese International School,,,0
38830USPR,Christ Church Episcopal School,,,0
38831PEPR,Colegio Franklin Delano Roosevelt,,1,0
38833CHPR,College Alpin Beau Soleil,,1,0
38834USPR,Flintridge Preparatory School,,,0
38835USPR,Francis W. Parker School,,,0
38836USPR,Girls Preparatory School,,,0
38837USPU,Gary & Jerri-Ann Jacobs High Tech High School,339,1,7800053DUS
38838CLPR,International School Nido de Aguilas,,,0
38839USPR,The Kiski School,,1,0
38840USPR,Loretto High School,,,0
38841USPU,Los Angeles Center for Enriched Studies (LACES) Magnet,8741,,0622710DUS
38842USPR,Moses Brown School,,1,0
38843USPR,The Weber School,,1,0
38844USPR,New Mexico Military Institute,,1,0
38845USPR,Gulliver Preparatory School-Miller Drive Campus,,1,7803275DUS
38846USPR,Gulliver Preparatory School,,1,7803275DUS
38847USPU,Jesuit High School,,,0
38848USPU,Raleigh Charter High School,,,0
38849USPR,Sage Ridge School,,1,0
38850USPR,Sage Hill School,,,0
38851USPR,Ross School,,,0
38852USPR,Jewish Community High School of the Bay,,1,0
38853USPR,St. Lawrence Academy,,1,0
38854CAPR,St. Michaels University School,,1,0
38855USPU,Chaparral High School,1503,1,0803450DUS
38858USPU,Le Jardin Academy,,,0
38859USPU,"The SEED School of Washington, D.C. (DUPLICATE)",,,0
38860CAPR,Shawnigan Lake School,,1,0
38861USPU,Texas Academy of Mathematics & Science,,,0
38862USPR,Thomas Jefferson Independent Day School,,1,0
38863CAPR,TFS - Canada's International School,,,0
38864CAPR,Upper Canada College,,1,0
38866USPR,Wesleyan School,,,0
38867JPPR,Yokohama International School,,1,0
38868USPR,The Henderson International School,,1,0
38869USPR,Good Hope Country Day School,,1,0
38870USPR,Saint James School,,,0
38871PRPR,Saint John's School,,,0
38872USPR,St. Sebastian's School,,,0
38873USPR,San Diego Jewish Academy,,,0
38874USPR,Tarbut V'Torah Community Day School,,,0
38875USPR,University High School of Indiana,,,0
38876USPR,Wildwood School,,,0
38878USPR,North Shore Hebrew Academy High School,,,0
38879USPR,The Northwest School,,1,0
38880USPR,Schechter School of Long Island,,,0
38883SGPU,National Junior College,,,0
38884USPU,Council Rock South High School,,,0
38885USPR,Moorestown Friends School,,1,0
38887USPR,The Archer School for Girls,,,0
38890USPU,Putnam Valley High School,,1,3624000DUS
38891USPU,New Egypt High School,,1,3413230DUS
38892USPU,Stone Bridge High School,SBH,1,5102250DUS
38895USPU,Winslow Twp High School,,1,0
38899USPU,Timber Creek Regional High School,,1,0
38900JPPR,Fukuoka International School,,,0
38902USPR,Valley Christian High School,,1,0
38904TWPR,Taipei American School,,1,0
38905USPU,Dominion High School,DMH,1,5102250DUS
38906USPU,Heritage High School,HTH,1,5102250DUS
38907USPR,Hofstra Technology Academy,,,0
38909USPR,Rochelle Zell Jewish High School,,,0
38910HKPR,German Swiss International School,,,0
38911USPR,Fordham Preparatory School,,1,0
38912ATPR,American International School Vienna,,,0
38915USPU,MATCH Charter Public High School,,1,0
38916ESPR,International College Spain,,,0
38917USPU,Blue Valley West High School,132,1,2012000DUS
38918USPR,Archbishop Mitty High School,,,0
38919USPR,The Parish Episcopal School,,,0
38921USPR,New Roads High School,,,0
38922USPU,Union Mine High School,54,1,0612070DUS
38923USPR,Carondelet High School,,1,0
38924USPU,Tester High School 111,,1,0
38925AEPR,Dubai American Academy,,1,0
38926USPU,Sturgis Charter School,,,0
38927USPR,Rutgers Preparatory School,,1,0
38928USPU,Thomas Edison High School of Technology,748,1,2400480DUS
38929USPU,KIPP San Francisco,,,0
38930USPR,Houston Christian High School,,1,0
38931USPR,Long Trail School,,1,0
38933USPR,Northwest Catholic High School,,,0
38934USPR,Providence Christian Academy,,,0
38935USPR,SouthLake Christian Academy,,1,0
38938USPU,Vernon Hills High School,,,0
38941USPU,Ironwood Ridge High School,,,0
38942USPR,Academy of the Pacific Rim,,,0
38943USPR,DONOVAN CATHOLIC HIGH SCHOOL,,,0
38944USPU,YES Prep Southeast ,1,1,7800062DUS
38945USPR,East Bay Waldorf School,,,0
38947HKPR,South Island School,,1,7800036DHK
38948UZPR,Tashkent International School,,1,0
38949MXPR,The American School Foundation AC,,,0
38950DEPR,International School of Stuttgart,,1,0
38951OMPR,ABA - An IB World School,,,0
38952FRPR,Ecole Jeannine Manuel,,1,0
38953DEPR,International School of Hamburg,,,0
38954TRPR,Uskudar American Academy,,,0
38957RUPR,Anglo-American School of Moscow,,,7803080DRU
38958MYPR,Mont'Kiara International School,,1,0
38959CHPR,The Inter-Community School Zurich,,1,0
38960UKPR,International School of Aberdeen,,,0
38961CHPR,Institut Le Rosey,,1,0
38962GRPR,Anatolia College,,1,0
38963NIPR,American Nicaraguan School,,,0
38965CRPR,The Lincoln School,,,0
38967USPU,Clearbrook-Gonvick Secondary,,1,0
38968USPR,Sonoma Academy,,,0
38971USPU,Marshall School,,1,0
38972USPR,Westmark School,,1,0
38974USPU,Pelham Preparatory High School,,,0
38984USPU,Groves Academy,,1,0
38985USPU,Hillcrest Lutheran Academy,,1,0
38990USPR,Maranatha Christian Academy ,,1,0
38998USPU,Naviance Academy Middle School,38998USPU,1,7800033DUS
39000USPR,All Saints Episcopal School,,,0
39001USPR,The Brook Hill School,,1,0
39002USPR,The Canterbury Episcopal School,,1,0
39003USPR,Emery/Weiner School,,,0
39005USPR,Hill School,,,0
39008USPR,St. Joseph Academy,,,0
39009USPR,Shelton School,,,0
39010USPU,Cinco Ranch High School,7,,4825170DUS
39011USPR,"Bright Futures Consulting, LLC",,,0
39012USPR,The Cambridge School of Dallas,,1,0
39013USPU,Klein Collins High School,004,,4825740DUS
39014USPU,North Hills Preparatory,57803002,1,7802487DUS
39016USPR,Daniel Murphy Scholarship Fund,,,0
39017USPR,Currey Ingram Academy,,,0
39018USPU,The Education Laboratory School,,,1500030DUS
39019USPU,Palos Verdes High School,43,1,0629700DUS
39020USPR,Boston University Academy,,,0
39021USPR,St. George's Independent School,,,0
39022USPU,Peak to Peak Charter School,56,1,0802490DUS
39023CAPR,The Country Day School,,,0
39025THPR,NIST International School,,,0
39026USPU,Connecticut IB Academy,36,1,0901260DUS
39027USPU,Los Angeles Trade and Technical School,,,0
39028USPU,Chicago Academy High School,610340,1,1709930DUS
39030USPR,PREP 9,,,0
39031USPR,The Wight Foundation,,,0
39032INPR,The British School,671801,1,0
39036USPR,Episcopal Collegiate School,,,0
39037USPU,Percy L Julian High School,609762,1,1709930DUS
39038USPR,The Leffell School,,,0
39043PHPR,"Brent International School, Manila",,,0
39044USPU,Bard High School Early College-Manhattan Campus,,1,7802575DUS
39046USPU,Mckinney North High School,004,1,4829850DUS
39048USPU,Flower Mound High School,,,0
39050USPU,Sachse High School,010,1,4820340DUS
39052USPU,James Hubert Blake High School,321,1,2400480DUS
